Frame,FPS,MemoryMB,BelowTarget
169,96.94,1342.82,0
170,123.05,1344.69,0
171,97.24,1345.09,0
172,119.84,1346.93,0
173,99.70,1347.32,0
174,123.93,1349.14,0
175,93.97,1349.61,0
176,114.19,1351.41,0
177,92.40,1351.95,0
178,115.75,1353.62,0
179,94.74,1354.07,0
180,126.45,1355.14,0
181,124.39,1356.99,0
182,97.84,1357.40,0
183,113.95,1359.17,0
184,96.30,1359.61,0
185,107.91,1361.42,0
186,94.75,1361.72,0
187,117.81,1363.62,0
188,93.62,1364.05,0
189,114.74,1365.77,0
190,89.70,1366.31,0
191,120.08,1368.18,0
192,85.78,1368.58,0
193,124.58,1370.51,0
194,102.49,1370.88,0
195,121.88,1372.74,0
196,97.69,1373.21,0
197,117.65,1374.24,0
198,127.57,1376.18,0
199,93.65,1376.61,0
200,120.04,1378.40,0
201,98.89,1378.79,0
202,122.85,1380.74,0
203,97.45,1381.19,0
204,115.35,1382.98,0
205,95.03,1383.34,0
206,118.84,1385.24,0
207,94.34,1385.67,0
208,120.74,1387.57,0
209,100.03,1388.01,0
210,119.67,1389.05,0
211,120.30,1389.07,0
212,34.72,1392.22,1
213,78.05,1393.35,0
214,93.25,1394.45,0
215,76.13,1394.83,0
216,90.79,1396.69,0
217,85.84,1397.12,0
218,109.49,1398.99,0
219,92.49,1399.66,0
220,117.84,1401.26,0
221,97.40,1401.62,0
222,121.37,1403.47,0
223,97.55,1403.83,0
224,128.49,1405.68,0
225,99.46,1406.05,0
226,121.59,1407.15,0
227,120.13,1409.02,0
228,99.80,1409.38,0
229,121.85,1411.24,0
230,93.01,1411.62,0
231,114.67,1413.46,0
232,99.52,1413.84,0
233,123.27,1415.69,0
234,100.32,1416.03,0
235,121.60,1417.86,0
236,97.62,1418.27,0
237,113.75,1420.09,0
238,97.81,1420.45,0
239,121.77,1421.37,0
240,126.57,1423.44,0
241,96.22,1423.79,0
242,118.81,1425.62,0
243,42.26,1426.71,1
244,71.95,1427.85,0
245,85.62,1428.24,0
246,114.75,1430.08,0
247,98.31,1430.46,0
248,121.75,1432.37,0
249,96.32,1432.74,0
250,129.18,1434.56,0
251,98.08,1434.96,0
252,123.56,1436.35,0
253,114.52,1437.95,0
254,101.05,1438.29,0
255,120.35,1440.16,0
256,90.12,1440.96,0
257,107.41,1442.36,0
258,97.60,1442.69,0
259,127.50,1444.54,0
260,94.86,1444.98,0
261,89.42,1446.73,0
262,95.50,1447.07,0
263,121.76,1448.95,0
264,95.15,1449.66,0
265,117.55,1451.17,0
266,98.12,1451.46,0
267,121.90,1453.27,0
268,92.13,1453.72,0
269,107.03,1455.50,0
270,90.91,1455.98,0
271,117.34,1457.84,0
272,91.10,1458.24,0
273,115.33,1460.05,0
274,97.50,1460.37,0
275,121.99,1461.46,0
276,120.29,1463.39,0
277,90.28,1463.78,0
278,123.03,1465.57,0
279,98.48,1465.94,0
280,126.73,1467.76,0
281,96.48,1468.26,0
282,121.72,1469.99,0
283,97.41,1470.36,0
284,120.32,1472.04,0
285,96.47,1472.42,0
286,111.51,1474.27,0
287,94.41,1474.72,0
288,108.64,1476.61,0
289,87.46,1477.02,0
290,102.61,1478.76,0
291,84.70,1479.25,0
292,112.30,1480.93,0
293,86.76,1481.27,0
294,102.98,1483.09,0
295,86.18,1483.57,0
296,102.12,1484.68,0
297,86.63,1485.65,0
298,98.32,1487.46,0
299,84.43,1487.85,0
300,111.20,1489.78,0
301,80.17,1490.94,0
302,86.64,1491.29,0
303,103.49,1491.86,0
304,89.25,1492.03,0
305,101.81,1481.82,0
306,91.90,1481.20,0
307,100.58,1481.88,0
308,74.34,1481.58,0
309,100.71,1481.84,0
310,84.32,1481.33,0
311,39.58,1481.97,1
312,83.08,1481.19,0
313,107.33,1481.89,0
314,88.58,1481.33,0
315,94.67,1481.92,0
316,87.00,1481.31,0
317,107.23,1481.97,0
318,83.46,1482.03,0
319,87.59,1481.39,0
320,107.49,1482.00,0
321,90.42,1481.38,0
322,98.31,1482.13,0
323,75.39,1481.65,0
324,108.06,1482.14,0
325,87.71,1481.77,0
326,116.64,1482.32,0
327,91.60,1481.85,0
328,121.87,1482.40,0
329,95.03,1481.99,0
330,109.48,1482.43,0
331,91.12,1481.95,0
332,105.99,1482.59,0
333,86.09,1482.17,0
334,105.72,1482.57,0
335,83.86,1481.83,0
336,100.77,1482.52,0
337,80.22,1481.76,0
338,104.35,1482.58,0
339,85.26,1482.56,0
340,81.74,1482.04,0
341,100.12,1482.26,0
342,85.25,1481.71,0
343,99.70,1482.15,0
344,79.18,1481.65,0
345,101.72,1481.99,0
346,65.11,1481.96,0
347,86.12,1481.44,0
348,93.93,1481.85,0
349,65.51,1481.87,0
350,70.82,1481.22,0
351,85.66,1481.88,0
352,61.90,1481.89,0
353,70.09,1481.50,0
354,93.72,1481.94,0
355,59.58,1482.03,1
356,73.86,1481.64,0
357,109.84,1481.97,0
358,95.10,1481.75,0
359,113.25,1482.06,0
360,96.35,1481.57,0
361,118.48,1482.12,0
362,93.60,1481.85,0
363,111.29,1482.09,0
364,94.75,1481.70,0
365,120.39,1482.15,0
366,94.89,1481.75,0
367,104.06,1482.11,0
368,94.50,1482.07,0
369,109.91,1481.87,0
370,96.70,1481.16,0
371,121.24,1481.74,0
372,93.62,1480.94,0
373,118.50,1481.40,0
374,92.74,1480.55,0
375,113.97,1481.64,0
376,92.86,1481.18,0
377,115.52,1481.72,0
378,91.88,1481.33,0
379,116.47,1481.29,0
380,123.77,1481.87,0
381,96.35,1481.43,0
382,103.25,1481.90,0
383,91.61,1481.46,0
384,121.93,1481.99,0
385,96.14,1481.50,0
386,102.05,1482.00,0
387,86.29,1481.43,0
388,112.21,1482.00,0
389,87.34,1481.76,0
390,112.82,1482.10,0
391,95.79,1481.60,0
392,120.69,1482.13,0
393,84.52,1483.17,0
394,106.46,1483.33,0
395,93.85,1481.94,0
396,114.64,1482.51,0
397,82.43,1482.23,0
398,116.69,1482.71,0
399,98.19,1482.05,0
400,116.48,1482.74,0
401,89.99,1482.14,0
402,113.05,1482.87,0
403,92.42,1482.63,0
404,92.91,1482.93,0
405,74.87,1483.00,0
406,94.22,1482.50,0
407,114.10,1483.02,0
408,94.92,1482.46,0
409,119.30,1482.41,0
410,119.72,1483.05,0
411,90.98,1483.18,0
412,100.21,1483.17,0
413,88.85,1483.18,0
414,90.81,1482.63,0
415,115.17,1483.24,0
416,94.25,1482.65,0
417,119.29,1482.71,0
418,120.33,1483.35,0
419,91.98,1482.83,0
420,120.32,1483.49,0
421,95.01,1483.02,0
422,112.06,1483.59,0
423,74.15,1483.10,0
424,103.25,1483.63,0
425,81.97,1483.57,0
426,77.32,1483.16,0
427,82.04,1483.55,0
428,83.36,1483.52,0
429,96.90,1483.50,0
430,87.65,1483.55,0
431,89.42,1482.99,0
432,96.97,1483.59,0
433,92.81,1482.99,0
434,107.84,1483.50,0
435,83.18,1483.00,0
436,113.45,1483.58,0
437,93.38,1483.34,0
438,94.04,1483.69,0
439,78.04,1483.31,0
440,107.21,1483.73,0
441,89.02,1483.27,0
442,116.69,1483.73,0
443,97.35,1483.18,0
444,119.94,1483.83,0
445,95.46,1483.25,0
446,115.51,1483.83,0
447,97.13,1483.38,0
448,123.68,1483.82,0
449,39.23,1483.82,1
450,81.74,1483.10,0
451,97.10,1483.87,0
452,68.70,1483.63,0
453,86.15,1483.36,0
454,106.18,1483.74,0
455,95.51,1483.22,0
456,121.65,1483.81,0
457,95.02,1483.24,0
458,122.95,1483.97,0
459,95.01,1483.51,0
460,124.89,1484.01,0
461,92.66,1483.64,0
462,115.87,1484.03,0
463,96.01,1483.51,0
464,122.03,1483.51,0
465,122.84,1484.17,0
466,96.01,1483.71,0
467,118.23,1484.32,0
468,97.88,1483.79,0
469,125.44,1484.45,0
470,95.29,1483.99,0
471,114.25,1484.54,0
472,97.95,1483.99,0
473,122.48,1484.31,0
474,95.33,1484.33,0
475,100.78,1484.64,0
476,90.26,1484.10,0
477,117.30,1484.64,0
478,96.52,1484.37,0
479,108.43,1484.70,0
480,92.90,1484.19,0
481,119.83,1484.70,0
482,83.80,1484.22,0
483,122.29,1484.87,0
484,96.13,1484.57,0
485,121.70,1484.44,0
486,122.28,1484.90,0
487,88.87,1484.56,0
488,113.47,1485.00,0
489,90.55,1484.29,0
490,111.46,1484.31,0
491,88.05,1484.33,0
492,114.19,1484.38,0
493,92.66,1484.40,0
494,119.22,1485.03,0
495,99.14,1484.37,0
496,115.85,1484.93,0
497,98.65,1484.23,0
498,124.86,1484.93,0
499,97.77,1484.46,0
500,101.28,1484.88,0
501,87.08,1484.40,0
502,117.47,1484.89,0
503,90.01,1484.50,0
504,87.04,1484.76,0
505,90.83,1484.23,0
506,120.53,1484.83,0
507,18.66,1484.75,1
508,29.12,1484.92,1
509,46.80,1484.89,1
510,31.74,1484.84,1
511,37.36,1484.93,1
512,64.21,1484.95,0
513,79.53,1484.91,0
514,95.40,1484.49,0
515,117.61,1484.93,0
516,93.29,1484.51,0
517,101.86,1484.90,0
518,94.79,1484.92,0
519,119.42,1484.94,0
520,97.35,1484.96,0
521,126.94,1484.98,0
522,117.79,1487.91,0
523,93.43,1484.50,0
524,122.77,1485.16,0
525,94.77,1484.98,0
526,114.60,1485.33,0
527,97.54,1484.96,0
528,124.32,1485.32,0
529,90.09,1484.94,0
530,111.49,1485.39,0
531,90.80,1485.11,0
532,119.13,1485.45,0
533,93.34,1484.99,0
534,123.34,1485.53,0
535,99.42,1485.07,0
536,124.05,1485.29,0
537,121.07,1485.72,0
538,94.03,1485.34,0
539,125.32,1485.81,0
540,97.45,1485.24,0
541,116.40,1485.78,0
542,94.21,1485.42,0
543,91.14,1485.92,0
544,88.75,1485.91,0
545,108.21,1486.06,0
546,96.10,1485.68,0
547,125.74,1486.11,0
548,93.62,1485.72,0
549,122.90,1486.14,0
550,96.43,1485.66,0
551,49.97,1486.21,1
552,90.65,1486.23,0
553,98.36,1485.60,0
554,122.68,1486.21,0
555,95.63,1485.75,0
556,120.62,1486.33,0
557,92.56,1485.85,0
558,114.05,1486.42,0
559,90.39,1486.48,0
560,114.77,1486.51,0
561,96.08,1486.13,0
562,126.27,1486.66,0
563,90.03,1486.22,0
564,124.79,1486.72,0
565,91.08,1486.27,0
566,118.39,1486.22,0
567,118.32,1486.82,0
568,98.46,1486.43,0
569,123.59,1486.92,0
570,89.33,1486.55,0
571,100.55,1486.99,0
572,99.11,1486.33,0
573,114.97,1486.98,0
574,91.86,1486.68,0
575,110.54,1487.18,0
576,84.86,1486.80,0
577,116.69,1487.24,0
578,96.88,1486.62,0
579,124.93,1487.28,0
580,97.83,1486.83,0
581,121.00,1487.34,0
582,93.49,1486.92,0
583,121.43,1487.44,0
584,93.95,1487.28,0
585,107.22,1487.49,0
586,92.49,1487.01,0
587,118.79,1487.59,0
588,95.93,1487.19,0
589,110.92,1487.67,0
590,96.58,1487.34,0
591,122.31,1487.48,0
592,110.63,1487.49,0
593,95.78,1487.51,0
594,89.63,1487.96,0
595,93.87,1488.08,0
596,92.57,1488.00,0
597,114.33,1488.21,0
598,95.30,1488.01,0
599,114.05,1487.89,0
600,111.25,1488.46,0
601,95.54,1488.08,0
602,120.73,1488.46,0
603,26.53,1488.50,1
604,81.79,1488.17,0
605,124.39,1488.70,0
606,90.00,1488.19,0
607,111.00,1488.60,0
608,90.47,1488.11,0
609,105.88,1488.55,0
610,78.14,1488.42,0
611,113.87,1488.66,0
612,98.38,1488.09,0
613,121.54,1488.71,0
614,95.06,1488.58,0
615,113.20,1488.76,0
616,98.81,1488.22,0
617,128.29,1488.75,0
618,94.91,1488.31,0
619,127.43,1488.41,0
620,98.09,1488.43,0
621,118.34,1488.84,0
622,96.32,1488.57,0
623,118.86,1488.46,0
624,118.20,1489.04,0
625,87.74,1488.94,0
626,116.28,1489.09,0
627,87.23,1488.65,0
628,117.06,1489.04,0
629,89.26,1488.66,0
630,115.55,1489.05,0
631,94.01,1488.61,0
632,123.10,1488.98,0
633,95.92,1488.61,0
634,111.51,1489.04,0
635,100.00,1488.39,0
636,120.76,1489.07,0
637,91.26,1488.64,0
638,119.20,1489.05,0
639,98.43,1488.58,0
640,122.88,1489.25,0
641,89.10,1488.67,0
642,99.25,1489.25,0
643,27.54,1489.27,1
644,87.05,1489.32,0
645,95.29,1489.24,0
646,87.13,1488.42,0
647,113.52,1489.16,0
648,87.65,1488.41,0
649,99.90,1489.17,0
650,93.27,1488.42,0
651,123.39,1489.20,0
652,98.93,1488.73,0
653,100.76,1489.23,0
654,94.24,1488.53,0
655,117.07,1489.28,0
656,93.75,1488.77,0
657,119.27,1488.57,0
658,119.21,1489.30,0
659,86.30,1488.78,0
660,102.73,1489.22,0
661,84.56,1489.24,0
662,88.00,1488.76,0
663,115.15,1489.27,0
664,99.01,1488.89,0
665,122.38,1489.26,0
666,123.63,1489.35,0
667,95.53,1488.89,0
668,100.40,1489.46,0
669,67.34,1489.45,0
670,85.05,1489.19,0
671,104.35,1489.62,0
672,88.47,1488.94,0
673,117.20,1489.65,0
674,87.20,1489.21,0
675,115.96,1489.51,0
676,91.37,1488.86,0
677,124.43,1489.39,0
678,86.34,1488.92,0
679,111.31,1489.45,0
680,97.52,1488.98,0
681,121.06,1489.45,0
682,96.23,1489.26,0
683,113.18,1489.42,0
684,97.26,1488.87,0
685,122.17,1488.93,0
686,123.15,1489.50,0
687,85.98,1488.95,0
688,110.97,1489.54,0
689,89.24,1488.83,0
690,109.01,1489.47,0
691,67.91,1489.45,0
692,93.14,1489.08,0
693,114.67,1489.58,0
694,91.36,1489.03,0
695,90.46,1489.50,0
696,94.94,1488.99,0
697,121.48,1489.45,0
698,89.34,1488.87,0
699,121.96,1489.47,0
700,97.04,1489.07,0
701,112.62,1489.49,0
702,91.77,1488.96,0
703,107.10,1489.54,0
704,97.04,1489.10,0
705,58.56,1489.49,1
706,94.11,1489.50,0
707,93.25,1488.90,0
708,117.57,1489.56,0
709,93.36,1489.19,0
710,121.29,1488.83,0
711,125.01,1489.56,0
712,93.20,1489.39,0
713,116.37,1489.60,0
714,97.37,1488.86,0
715,117.85,1489.53,0
716,88.00,1489.04,0
717,122.87,1489.52,0
718,83.88,1489.41,0
719,99.87,1489.58,0
720,95.55,1489.06,0
721,115.79,1489.67,0
722,93.67,1489.10,0
723,119.70,1489.72,0
724,98.21,1489.15,0
725,123.85,1489.75,0
726,90.09,1489.27,0
727,124.53,1489.72,0
728,98.57,1489.19,0
729,113.85,1489.85,0
730,89.82,1489.10,0
731,109.61,1489.87,0
732,99.64,1489.31,0
733,116.55,1489.37,0
734,112.13,1489.87,0
735,95.02,1489.91,0
736,116.84,1489.95,0
737,93.46,1489.47,0
738,124.00,1490.00,0
739,95.23,1489.63,0
740,122.89,1490.12,0
741,82.90,1489.70,0
742,84.75,1490.18,0
743,91.41,1490.23,0
744,92.81,1489.96,0
745,104.75,1490.38,0
746,93.04,1489.91,0
747,113.08,1489.90,0
748,113.00,1490.40,0
749,88.02,1490.41,0
750,93.12,1489.96,0
751,116.05,1489.71,0
752,115.88,1490.35,0
753,97.61,1489.98,0
754,124.01,1490.44,0
755,57.87,1490.46,1
756,88.92,1490.09,0
757,109.33,1490.50,0
758,90.18,1490.06,0
759,112.12,1490.52,0
760,95.20,1490.11,0
761,113.30,1490.59,0
762,92.66,1490.13,0
763,109.93,1490.53,0
764,94.04,1490.21,0
765,113.70,1490.51,0
766,87.39,1490.11,0
767,107.79,1490.50,0
768,89.89,1490.20,0
769,120.75,1490.40,0
770,91.80,1490.31,0
771,109.73,1490.43,0
772,99.65,1489.75,0
773,117.41,1490.44,0
774,93.30,1490.07,0
775,124.39,1490.45,0
776,97.33,1489.98,0
777,126.57,1490.01,0
778,118.01,1490.55,0
779,91.65,1490.08,0
780,113.80,1490.59,0
781,94.54,1489.78,0
782,115.26,1490.60,0
783,88.57,1489.83,0
784,123.24,1490.57,0
785,96.63,1490.16,0
786,118.31,1490.58,0
787,95.69,1489.85,0
788,126.81,1490.60,0
789,95.56,1490.05,0
790,16.39,1490.63,1
791,33.86,1490.73,1
792,70.57,1490.09,0
793,114.03,1490.88,0
794,90.93,1490.70,0
795,106.22,1490.87,0
796,91.23,1490.20,0
797,111.48,1490.22,0
798,91.70,1490.24,0
799,111.79,1490.86,0
800,93.18,1490.46,0
801,121.46,1490.90,0
802,91.02,1490.66,0
803,99.33,1491.06,0
804,97.36,1490.56,0
805,115.37,1491.10,0
806,94.88,1491.05,0
807,107.80,1491.18,0
808,87.87,1490.74,0
809,119.94,1491.06,0
810,94.51,1490.67,0
811,117.76,1491.06,0
812,89.38,1490.33,0
813,112.29,1491.10,0
814,95.49,1490.46,0
815,114.59,1491.03,0
816,95.92,1490.49,0
817,108.60,1491.03,0
818,96.62,1490.56,0
819,114.75,1490.96,0
820,98.03,1490.53,0
821,125.97,1491.15,0
822,97.19,1490.69,0
823,115.13,1490.76,0
824,108.34,1491.20,0
825,95.73,1490.58,0
826,122.38,1491.02,0
827,97.74,1490.52,0
828,126.27,1490.97,0
829,91.06,1490.53,0
830,116.91,1491.05,0
831,88.19,1490.57,0
832,122.82,1491.09,0
833,95.95,1490.52,0
834,114.38,1491.13,0
835,94.84,1490.84,0
836,120.64,1491.27,0
837,94.87,1490.77,0
838,111.06,1491.17,0
839,90.72,1491.16,0
840,87.20,1491.23,0
841,91.42,1491.28,0
842,111.52,1491.27,0
843,93.21,1490.70,0
844,110.11,1491.29,0
845,88.88,1490.67,0
846,116.96,1491.22,0
847,94.82,1490.58,0
848,116.98,1491.17,0
849,99.15,1490.49,0
850,119.82,1491.23,0
851,95.40,1490.73,0
852,123.23,1490.64,0
853,121.11,1491.34,0
854,38.34,1491.38,1
855,80.29,1491.45,0
856,51.32,1491.44,1
857,59.17,1491.47,1
858,83.71,1490.72,0
859,58.13,1491.46,1
860,79.30,1491.56,0
861,50.65,1491.60,1
862,83.98,1490.98,0
863,77.67,1491.55,0
864,76.41,1491.58,0
865,77.28,1491.14,0
866,111.99,1491.64,0
867,64.51,1491.47,0
868,94.02,1491.63,0
869,94.01,1491.63,0
870,99.22,1491.13,0
871,112.14,1491.69,0
872,95.44,1491.22,0
873,98.79,1491.69,0
874,87.98,1491.33,0
875,100.58,1491.64,0
876,88.22,1491.19,0
877,97.53,1491.59,0
878,85.33,1490.78,0
879,103.89,1491.50,0
880,63.86,1491.48,0
881,88.26,1490.95,0
882,108.14,1491.60,0
883,70.66,1491.63,0
884,109.33,1491.61,0
885,91.19,1491.10,0
886,108.11,1491.81,0
887,90.93,1491.14,0
888,105.65,1491.95,0
889,88.42,1491.21,0
890,104.65,1491.85,0
891,94.10,1491.44,0
892,122.78,1491.91,0
893,91.92,1491.28,0
894,99.57,1491.97,0
895,85.51,1491.36,0
896,113.06,1491.85,0
897,92.01,1491.20,0
898,106.27,1491.75,0
899,93.79,1491.32,0
900,116.37,1491.72,0
901,83.68,1491.50,0
902,104.05,1491.82,0
903,88.39,1491.07,0
904,100.65,1491.84,0
905,88.42,1491.39,0
906,112.35,1491.86,0
907,89.42,1491.27,0
908,110.12,1491.90,0
909,86.71,1491.90,0
910,88.64,1491.51,0
911,104.90,1492.02,0
912,88.78,1491.48,0
913,106.16,1491.95,0
914,90.06,1491.60,0
915,110.41,1492.01,0
916,79.83,1491.57,0
917,99.80,1492.04,0
918,89.15,1491.35,0
919,108.99,1492.01,0
920,89.61,1491.40,0
921,113.81,1492.10,0
922,92.74,1491.52,0
923,114.50,1491.90,0
924,73.91,1491.31,0
925,103.96,1491.78,0
926,84.45,1491.40,0
927,104.50,1491.90,0
928,80.11,1491.90,0

AverageFPS,99.22
FramesBelowTarget,39
FinalMemoryMB,1491.90
